"","Serial","Time","Username","Observer","Tree.ID","Date","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","LeafColor","LeafDropping","Fruit","LeafBud","LeafUnfurled","Flowering","Damage","Comments","UniqueID","LongLat"
"1164",1164,"11/22/2016 - 9:05am",NA,NA,"263",2016-11-22,327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"None to be found","roots coming out  of the ground","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_29",-119.762084
"1165",1165,"11/22/2016 - 9:07am",NA,NA,"264",2016-11-22,327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"mold around the outside","we name are tree gummy.","-119.762084_NA__Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_14",-119.762084
"1166",1166,"11/22/2016 - 9:06am",NA,NA,"266",2016-11-22,327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"moss","it was taped,very healthy,and its name is koby jr","-119.762084_NA__Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_31",-119.762084
"1167",1167,"09/30/2016 - 2:22pm",NA,NA,"43",2016-09-30,274,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",46,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"none","are tree is very healthy and we tap it for maple syrup .the tree is starting to lose less then 10 percent of its leafs and are tree name is beckam","-119.780268_NA__Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_46",-119.780268
"1168",1168,"09/30/2016 - 8:35am",NA,NA,"4",2016-09-30,274,"Fall","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",23,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"limb on the tree is dead","It has likens and moss,it also has been saped","-119.780962_NA__Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_23",-119.780962
"1169",1169,"09/30/2016 - 8:38am",NA,NA,"9",2016-09-30,274,"Fall","Sugar Maple",44.611449,-75.169515,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",35,"Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,NA,"her name is macey jamica","-119.780964_NA__Sugar Maple_44.611449_-75.169515_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_35",-119.780964
"1170",1170,"09/30/2016 - 10:54am",NA,NA,"22",2016-09-30,274,"Fall","Sugar Maple",44.611465,-75.169554,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",32,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"no","The name of our tree is called Fredic.","-119.781019_NA__Sugar Maple_44.611465_-75.169554_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_32",-119.781019
"1171",1171,"09/30/2016 - 10:52am",NA,NA,"26",2016-09-30,274,"Fall","Sugar Maple",44.611458,-75.160593,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",39,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"none","the trees name is kyrdan","-119.772051_NA__Sugar Maple_44.611458_-75.160593_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_39",-119.772051
"1172",1172,"09/30/2016 - 11:33am",NA,NA,"36",2016-09-30,274,"Fall","Sugar Maple",44.611451,-75.16559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",53,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"none",NA,"-119.777041_NA__Sugar Maple_44.611451_-75.16559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_53",-119.777041
"1173",1173,"09/30/2016 - 11:33am",NA,NA,"37",2016-09-30,274,"Fall","Sugar Maple",44.611433,-75.169584,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",47,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"broken limbs","it has a nice big crown.it has moss ans likeon. Name:Bold Ruler","-119.781017_NA__Sugar Maple_44.611433_-75.169584_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_47",-119.781017
"1174",1174,"09/30/2016 - 2:21pm",NA,NA,"42",2016-09-30,274,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",44,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"none",NA,"-119.780268_NA__Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_44",-119.780268
"1175",1175,"11/22/2016 - 1:25pm",NA,NA,"261",2016-11-22,327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",12,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"none","There were taples","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_12",-119.762084
"1176",1176,"11/22/2016 - 9:04am",NA,NA,"261",2016-11-22,327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",41,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_41",-119.762084
"1177",1177,"11/04/2016 - 12:11pm",NA,NA,"262",2016-11-04,309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",13,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,"tap holes","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_13",-119.762084
"1178",1178,"11/22/2016 - 12:03pm",NA,NA,"262",2016-11-22,327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",3,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"dead leaves",NA,"-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_3",-119.762084
"1179",1179,"11/22/2016 - 9:12am",NA,NA,"262",2016-11-22,327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",12,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_12",-119.762084
"1180",1180,"11/04/2016 - 12:12pm",NA,NA,"263",2016-11-04,309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year",NA,NA,NA,"lichen,guls","The leaf","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_29",-119.762084
"1181",1181,"11/04/2016 - 8:25am",NA,NA,"263",2016-11-04,309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_29",-119.762084
"1182",1182,"11/22/2016 - 1:28pm",NA,NA,"263",2016-11-22,327,"Fall","Sugar Maple",44.774797,-74.098729,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"fungi, and dead lims.",NA,"-118.873526_NA__Sugar Maple_44.774797_-74.098729_Yes_School lawn_Open (more than 5hr per day of direct sun)_29",-118.873526
"1183",1183,"11/04/2016 - 8:26am",NA,NA,"264",2016-11-04,309,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"none",NA,"-119.762084_NA__Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_14",-119.762084
"1184",1184,"11/22/2016 - 1:27pm",NA,NA,"264",2016-11-22,327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",54,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,"Tapped in previous seasons","-119.762084_NA__Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_54",-119.762084
"1185",1185,"11/04/2016 - 12:12pm",NA,NA,"265",2016-11-04,309,"Fall","Silver Maple",44.774797,-74.987787,"Yes","School lawn","Open (more than 5hr per day of direct sun)",25,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"moss","tap holes","-119.762584_NA__Silver Maple_44.774797_-74.987787_Yes_School lawn_Open (more than 5hr per day of direct sun)_25",-119.762584
"1186",1186,"11/22/2016 - 1:28pm",NA,NA,"265",2016-11-22,327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",26,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"lichen, missing bark","Small amounts of Moss","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_26",-119.762084
"1187",1187,"11/04/2016 - 12:13pm",NA,NA,"266",2016-11-04,309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"green fungus and holes in da leaves","very beautiful tree","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_31",-119.762084
"1188",1188,"11/04/2016 - 8:25am",NA,NA,"266",2016-11-04,309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_32",-119.762084
"1189",1189,"11/04/2016 - 12:11pm",NA,NA,"267",2016-11-04,309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",28,"Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"bark missing","none

","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_28",-119.762084
"1190",1190,"11/04/2016 - 8:26am",NA,NA,"268",2016-11-04,309,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",26,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"mold, no visible disease

","never tapped","-119.762084_NA__Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_26",-119.762084
"1191",1191,"11/22/2016 - 1:25pm",NA,NA,"268",2016-11-22,327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"none that are known of","tap holes","-119.762084_NA__Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_14",-119.762084
"1192",1192,"11/04/2016 - 9:12am",NA,NA,"268",2016-11-04,309,"Fall","Red Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",15,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"none

","It is young.Not able to be properly tapped yet.","-119.762084_NA__Red Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_15",-119.762084
"1193",1193,"11/22/2016 - 1:48pm",NA,NA,"268",2016-11-22,327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",15,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,"nope","-119.762084_NA__Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_15",-119.762084
"1194",1194,"11/04/2016 - 8:26am",NA,NA,NA,2016-11-04,309,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",8,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"-119.762084_NA__Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_8",-119.762084
