Serial,Time,Username,Observer,Tree ID,Date,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments
,10/02/2015 - 12:48pm,,,42,10/2/15,10/2/15,,Fall,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),38,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,"moss, and tree branch loss",
,10/02/2015 - 10:55am,,,,10/2/15,10/2/15,,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,broken limb,
,10/02/2015 - 12:48pm,,,,10/2/15,10/2/15,,Fall,Sugar Maple,44.610247,-74.169787,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),26,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,10/02/2015 - 2:18pm,,,48,10/2/15,10/2/15,,Fall,Sugar Maple,44.605362,-75.167645,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),104,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,spots on leaves,
,10/02/2015 - 1:45pm,,,,10/2/15,10/2/15,,Fall,Sugar Maple,44.166564,-75.048321,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),19,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,bark is splitting. The leaves have large brown spots  with big holes,
,10/02/2015 - 1:50pm,,,,10/2/15,10/2/15,,Fall,Sugar Maple,44.167103,-75.049,No,School lawn,Partially Shaded (2-5hr per day of direct sun),50,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,10/02/2015 - 8:37am,,,1,10/2/15,10/2/15,,Fall,Sugar Maple,44.61187,-75.169034,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),33,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Broken branches,
,10/02/2015 - 8:36am,,,7,10/2/15,10/2/15,,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),35,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,no,JIMMY JR 
,10/02/2015 - 8:38am,,,8,10/2/15,10/2/15,,Fall,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),49,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),Early:  Only a few ripe fruits are visible (less than 10%),,,,moss,
,10/02/2015 - 8:40am,,,8,10/2/15,10/2/15,,Fall,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),49,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,moss,
,10/02/2015 - 8:38am,,,9,10/2/15,10/2/15,,Fall,Sugar Maple,44.611449,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),9,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,,
,10/02/2015 - 10:55am,,,13,10/2/15,10/2/15,,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),22,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Broken limbs,
,10/02/2015 - 10:56am,,,19,10/2/15,10/2/15,,Fall,Sugar Maple,44.611,-75.16,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),17,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,broken limbs,
,10/02/2015 - 10:55am,,,23,10/2/15,10/2/15,,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),25,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,none
,10/02/2015 - 10:57am,,,24,10/2/15,10/2/15,,Fall,Sugar Maple,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,There is one branch broken.,
,10/02/2015 - 10:57am,,,24,10/2/15,10/2/15,,Fall,Sugar Maple,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,There is one branch broken.,healthy
,10/02/2015 - 10:57am,,,24,10/2/15,10/2/15,,Fall,Sugar Maple,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,There is one branch broken.,
,10/02/2015 - 11:35am,,,33,10/2/15,10/2/15,,Fall,Sugar Maple,44.611735,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),24,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,moss,
,10/02/2015 - 12:52pm,,,36,10/2/15,10/2/15,,Fall,Sugar Maple,44.611451,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),26,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,,
,10/02/2015 - 12:49pm,,,43,10/2/15,10/2/15,,Fall,Sugar Maple,44.611236,-69.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,some insect damage,
,10/02/2015 - 2:36pm,,,,10/2/15,10/2/15,,Fall,Sugar Maple,45.372502,-75.2428,Yes,School lawn,Shaded (less than 2hr per day of direct sun),3,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,,
,10/06/2015 - 9:44am,,,65,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),35,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Scare,
,10/06/2015 - 10:29am,,,61,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Lots of Gashes,
,10/06/2015 - 10:29am,,,61,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Lots of Gashes,
,10/06/2015 - 10:29am,,,61,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Lots of Gashes,
,10/06/2015 - 10:28am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.94765,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,scars lots of them,
,10/06/2015 - 10:30am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Scars,
,10/06/2015 - 10:30am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Scars,
,10/06/2015 - 10:30am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Scars,LUXA
,10/06/2015 - 10:30am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Scars,
,10/06/2015 - 10:30am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Scars,
,10/06/2015 - 10:30am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Scars,
,10/06/2015 - 9:45am,,,62,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,There are damages no diseases,
,10/06/2015 - 10:29am,,,63,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,"Scars mostly on trunk, moss",
,10/06/2015 - 9:46am,,,63,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"likens, Cuts and fallen tree limbs",
,10/06/2015 - 9:47am,,,66,10/6/15,10/6/15,,Fall,Red Maple,44.558054,,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,scars,
,10/06/2015 - 10:30am,,,66,10/6/15,10/6/15,,Fall,Silver Maple,44.55,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,Middle:  Many fruits are ripe,,,,"broken missing limbs, big hole ",
,10/06/2015 - 10:35am,,,66,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,scares and moss,
,10/06/2015 - 9:45am,,,66,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-75.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,likens,
,10/06/2015 - 10:28am,,,67,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),31,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,28 to 30 scars,
,10/06/2015 - 10:31am,,,67,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,,Yes,School lawn,Open (more than 5hr per day of direct sun),31,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,30 scars,
,10/06/2015 - 9:43am,,,67,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,,Yes,School lawn,Open (more than 5hr per day of direct sun),31,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,Scares,
,10/06/2015 - 9:43am,,,67,10/6/15,10/6/15,,Fall,Silver Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),5,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,a lot of scars,
,10/06/2015 - 10:29am,,,,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,scars most on trunk moss,
,10/06/2015 - 9:46am,,,,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,cuts and a nail sticking in it with a tag,
,10/06/2015 - 9:45am,,,64,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,No,School lawn,Partially Shaded (2-5hr per day of direct sun),28,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,scars,
,10/06/2015 - 9:45am,,,64,10/6/15,10/6/15,,Fall,Red Maple,44.55805,-74.947465,No,School lawn,Partially Shaded (2-5hr per day of direct sun),28,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,"Some scars and black and red dots on the leaves,",
,10/06/2015 - 9:46am,,,65,10/6/15,10/6/15,,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Late:  Most or all leaves have fallen (over 90%),Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),,,,Scars,
,10/08/2015 - 8:31am,,,6,10/8/15,10/8/15,,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),48,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,,
,10/08/2015 - 10:52am,,,18,10/8/15,10/8/15,,Fall,Sugar Maple,44.611477,-75.169512,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),33,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),Middle:  Many fruits are ripe,,,,no,
,10/08/2015 - 10:51am,,,,10/8/15,10/8/15,,Fall,Sugar Maple,44.610277,-75.169802,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),48,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,,
