,Serial,Time,Username,Observer,Tree ID,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments,UniqueID,TreeCode,Obs
504,504,09/08/2015 - 10:02am,NA,NA,63,9/8/15,251,Fall,Red Maple,44.558448,-74.947446,Yes,School paved area,Open (more than 5hr per day of direct sun),53,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Cracks in the tree,NA,NA_63_Red Maple_44.558448_-74.947446_Yes_School paved area_Open (more than 5hr per day of direct sun)_53,,
1929,1929,04/28/2016 - 10:25am,Allie and Amanda,NA,63,4/20/16,111,Spring,Silver Maple,44.557534,-74.946267,Yes,School lawn,Open (more than 5hr per day of direct sun),21,NA,NA,NA,yes,no,no,Allie and Amanda,Yes! One broken limb and large gashes,NA_63_Silver Maple_44.557534_-74.946267_Yes_School lawn_Open (more than 5hr per day of direct sun)_21,,
1936,1936,04/28/2016 - 10:27am,Allie and Amanda,NA,63,4/28/16,119,Spring,Silver Maple,44.557534,-74.946267,Yes,School lawn,Open (more than 5hr per day of direct sun),21,NA,NA,NA,yes,no,no,Allie and Amanda,"Yes! Large gashes, broken branch though.",NA_63_Silver Maple_44.557534_-74.946267_Yes_School lawn_Open (more than 5hr per day of direct sun)_21,,
2003,2003,05/09/2016 - 10:27am,Allie and Amanda,NA,63,5/9/16,130,Spring,Silver Maple,44.557534,-74.946267,Yes,School lawn,Open (more than 5hr per day of direct sun),21,NA,NA,NA,yes,no,Flowers are visible,Allie and Amanda,"Yes, missing a branch though.",NA_63_Silver Maple_44.557534_-74.946267_Yes_School lawn_Open (more than 5hr per day of direct sun)_21,,
2051,2051,05/20/2016 - 10:24am,Allie and Amanda,NA,63,5/20/16,141,Spring,Silver Maple,44.557534,-74.946267,Yes,School lawn,Open (more than 5hr per day of direct sun),21,NA,NA,NA,yes,yes,no,Allie and Amanda,Yes. Large gashes/ large branches,NA_63_Silver Maple_44.557534_-74.946267_Yes_School lawn_Open (more than 5hr per day of direct sun)_21,,
1000,1000,09/14/2016 - 11:10am,NA,NA,63,9/14/16,258,Fall,Silver Maple,44.56,-74.95,Yes,School lawn,Open (more than 5hr per day of direct sun),24,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Rotting branch and gulls,NA,NA_63_Silver Maple_44.56_-74.95_Yes_School lawn_Open (more than 5hr per day of direct sun)_24,,
1058,1058,09/20/2016 - 2:11pm,NA,NA,63,9/20/16,264,Fall,Silver Maple,44.56,-74.95,Yes,School lawn,Open (more than 5hr per day of direct sun),24,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,Rotting branch,NA,NA_63_Silver Maple_44.56_-74.95_Yes_School lawn_Open (more than 5hr per day of direct sun)_24,,
2045,2045,05/20/2016 - 9:38am,Maura and Savanna,NA,63,5/20/16,141,Spring,Silver Maple,443325.7,745646.2,Yes,School lawn,Open (more than 5hr per day of direct sun),23,NA,NA,NA,yes,yes,no,Maura and Savanna,Branch fallen and puncured,NA_63_Silver Maple_443325.7_745646.2_Yes_School lawn_Open (more than 5hr per day of direct sun)_23,,
1864,1864,04/20/2016 - 10:07am,Savanna S. and Maura R.,NA,63,4/20/16,111,Spring,Silver Maple,443326.7,745618.2,No,School lawn,Open (more than 5hr per day of direct sun),23,NA,NA,NA,no,no,no,Savanna S. and Maura R.,yes,NA_63_Silver Maple_443326.7_745618.2_No_School lawn_Open (more than 5hr per day of direct sun)_23,,
2000,2000,05/09/2016 - 9:44am,Maura and Savanna,NA,63,5/9/16,130,Spring,Silver Maple,443326.7,74564.2,No,School lawn,Open (more than 5hr per day of direct sun),23,NA,NA,NA,yes,no,no,Maura and Savanna,Yes,NA_63_Silver Maple_443326.7_74564.2_No_School lawn_Open (more than 5hr per day of direct sun)_23,,
1926,1926,04/28/2016 - 9:42am,Maura and Savanna,NA,63,4/28/16,119,Spring,Silver Maple,443326.7,745646.2,No,School lawn,Open (more than 5hr per day of direct sun),23,NA,NA,NA,yes,no,no,Maura and Savanna,"Branch fallen, its punktured",NA_63_Silver Maple_443326.7_745646.2_No_School lawn_Open (more than 5hr per day of direct sun)_23,,
758,758,10/06/2015 - 9:45am,NA,NA,64,10/6/15,279,Fall,Red Maple,44.55805,-74.947465,No,School lawn,Partially Shaded (2-5hr per day of direct sun),28,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,"Some scars and black and red dots on the leaves,",NA,NA_64_Red Maple_44.55805_-74.947465_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_28,,
609,609,09/28/2015 - 9:44am,NA,NA,64,9/28/15,271,Fall,Red Maple,44.558055,-74.947465,No,School lawn,Partially Shaded (2-5hr per day of direct sun),28,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_64_Red Maple_44.558055_-74.947465_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_28,,
757,757,10/06/2015 - 9:45am,NA,NA,64,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,No,School lawn,Partially Shaded (2-5hr per day of direct sun),28,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,scars,NA,NA_64_Red Maple_44.558055_-74.947465_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_28,,
610,610,09/28/2015 - 9:44am,NA,NA,64,9/28/15,271,Fall,Red Maple,44.558055,-74.947508,No,School lawn,Partially Shaded (2-5hr per day of direct sun),28,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_64_Red Maple_44.558055_-74.947508_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_28,,
538,538,09/14/2015 - 9:37am,NA,NA,64,9/14/15,257,Fall,Silver Maple,44.557267,-74.946043,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),19,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,splitting in the bark,"Part of the tree has been cut. Possibly for looks, maybe because of Disease",NA_64_Silver Maple_44.557267_-74.946043_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_19,,
1922,1922,04/28/2016 - 9:39am,Izzy and Alannah,NA,64,4/28/16,119,Spring,Silver Maple,44.557572,-102.946624,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,NA,NA,NA,yes,no,no,Izzy and Alannah,Yes,NA_64_Silver Maple_44.557572_-102.946624_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_30,,
1861,1861,04/20/2016 - 10:04am,Izzy and Alannah,NA,64,4/20/16,111,Spring,Silver Maple,44.557572,-74.946624,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,NA,NA,NA,no,no,no,Izzy and Alannah,Yes.,NA_64_Silver Maple_44.557572_-74.946624_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_30,,
1998,1998,05/09/2016 - 9:42am,Izzy and Alannah,NA,64,5/9/16,130,Spring,Silver Maple,44.557572,-74.946624,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,NA,NA,NA,yes,yes,Flowers are visible,Izzy and Alannah,Yes,NA_64_Silver Maple_44.557572_-74.946624_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_30,,
2048,2048,05/20/2016 - 9:40am,Alannah and Izzy,NA,64,5/20/16,141,Spring,Silver Maple,44.557572,-91.9466,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,NA,NA,NA,yes,yes,no,Alannah and Izzy,Yes,NA_64_Silver Maple_44.557572_-91.9466_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_30,,
1931,1931,04/28/2016 - 10:26am,Teddy Farns,NA,64,4/20/16,111,Spring,Sugar Maple,44.358035,-74.947101,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),33,NA,NA,NA,yes,no,no,Teddy Farns,NA,NA_64_Sugar Maple_44.358035_-74.947101_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_33,,
2052,2052,05/20/2016 - 10:25am,NA,NA,64,5/20/16,141,Spring,Sugar Maple,44.358035,-74.947101,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),33,NA,NA,NA,yes,yes,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),NA,NA,NA_64_Sugar Maple_44.358035_-74.947101_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_33,,
1938,1938,04/28/2016 - 10:29am,Teddy Farns,NA,64,4/28/16,119,Spring,Sugar Maple,44.358035,74.947101,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),23,NA,NA,NA,yes,no,no,Teddy Farns,NA,NA_64_Sugar Maple_44.358035_74.947101_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_23,,
2007,2007,05/09/2016 - 10:29am,Teddy Farns,NA,64,5/9/16,130,Spring,Sugar Maple,44.558035,-74.947101,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),33,NA,NA,NA,yes,no,no,Teddy Farns,NA,NA_64_Sugar Maple_44.558035_-74.947101_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_33,,
514,514,09/08/2015 - 10:02am,NA,NA,64,9/8/15,251,Fall,Sugar Maple,44.558448,-74.947446,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Splitting in the bark.,NA,NA_64_Sugar Maple_44.558448_-74.947446_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_30,,
1001,1001,09/14/2016 - 11:10am,NA,NA,64,9/14/16,258,Fall,Sugar Maple,44.56,-74.95,Yes,School lawn,Open (more than 5hr per day of direct sun),34.5,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,"big crack, holes",NA,NA_64_Sugar Maple_44.56_-74.95_Yes_School lawn_Open (more than 5hr per day of direct sun)_34.5,,
1997,1997,05/09/2016 - 9:42am,Jaeleigh and Landree,NA,65,5/9/16,130,Spring,Red Maple,44,56,Yes,School lawn,Shaded (less than 2hr per day of direct sun),33,NA,NA,NA,yes,no,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),Jaeleigh and Landree,Yes,NA_65_Red Maple_44_56_Yes_School lawn_Shaded (less than 2hr per day of direct sun)_33,,
1924,1924,04/28/2016 - 9:39am,Landree and Jaeleigh,NA,65,4/28/16,119,Spring,Red Maple,44,74,Yes,School lawn,Shaded (less than 2hr per day of direct sun),33,NA,NA,NA,no,no,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),Landree and Jaeleigh,Yes,NA_65_Red Maple_44_74_Yes_School lawn_Shaded (less than 2hr per day of direct sun)_33,,
2047,2047,05/20/2016 - 9:39am,Jaeleigh and Landree,NA,65,5/20/16,141,Spring,Red Maple,44,74,Yes,School lawn,Shaded (less than 2hr per day of direct sun),33,NA,NA,NA,yes,yes,no,Jaeleigh and Landree,Yes,NA_65_Red Maple_44_74_Yes_School lawn_Shaded (less than 2hr per day of direct sun)_33,,
1863,1863,04/20/2016 - 10:05am,Jaeleigh and Landree,NA,65,4/20/16,111,Spring,Red Maple,44,93,Yes,School lawn,Shaded (less than 2hr per day of direct sun),34,NA,NA,NA,no,no,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),Jaeleigh and Landree,yes,NA_65_Red Maple_44_93_Yes_School lawn_Shaded (less than 2hr per day of direct sun)_34,,
891,891,10/22/2015 - 10:31am,NA,NA,65,10/22/15,295,Fall,Red Maple,44.556055,-74.944965,Yes,School lawn,Open (more than 5hr per day of direct sun),33,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,scars,NA,NA_65_Red Maple_44.556055_-74.944965_Yes_School lawn_Open (more than 5hr per day of direct sun)_33,,
534,534,09/14/2015 - 9:40am,NA,NA,65,9/14/15,257,Fall,Red Maple,44.557267,-74.946043,Yes,School lawn,Open (more than 5hr per day of direct sun),33,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Little Damage,NA,NA_65_Red Maple_44.557267_-74.946043_Yes_School lawn_Open (more than 5hr per day of direct sun)_33,,
2004,2004,05/09/2016 - 10:28am,"Mason, Max",NA,65,5/9/16,130,Spring,Red Maple,44.557648,74.846717,Yes,School lawn,Open (more than 5hr per day of direct sun),35,NA,NA,NA,no,no,no,"Mason, Max",yes,NA_65_Red Maple_44.557648_74.846717_Yes_School lawn_Open (more than 5hr per day of direct sun)_35,,
2050,2050,05/20/2016 - 10:24am,"Mason,Max",NA,65,5/20/16,141,Spring,Red Maple,44.557648,74.946717,Yes,School lawn,Open (more than 5hr per day of direct sun),35,NA,NA,NA,yes,yes,no,"Mason,Max",yes it does,NA_65_Red Maple_44.557648_74.946717_Yes_School lawn_Open (more than 5hr per day of direct sun)_35,,
1934,1934,04/28/2016 - 10:26am,4/20/16,NA,65,4/20/16,111,Spring,Red Maple,44.557648,79.946717,Yes,School lawn,Open (more than 5hr per day of direct sun),35,NA,NA,NA,yes,no,Flowers are visible,4/20/16,yes,NA_65_Red Maple_44.557648_79.946717_Yes_School lawn_Open (more than 5hr per day of direct sun)_35,,
611,611,09/28/2015 - 9:45am,NA,NA,65,9/28/15,271,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scar,NA,NA_65_Red Maple_44.558055_-74.947465_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_35,,
733,733,10/06/2015 - 9:44am,NA,NA,65,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),35,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Scare,NA,NA_65_Red Maple_44.558055_-74.947465_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_35,,
759,759,10/06/2015 - 9:46am,NA,NA,65,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Late:  Most or all leaves have fallen (over 90%),Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),NA,NA,NA,Scars,NA,NA_65_Red Maple_44.558055_-74.947465_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_35,,
901,901,10/06/2015 - 10:29am,NA,NA,65,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scar,NA,NA_65_Red Maple_44.558055_-74.947465_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_35,,
612,612,09/28/2015 - 9:45am,NA,NA,65,9/28/15,271,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),5,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_65_Red Maple_44.558055_-74.947465_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_5,,
498,498,09/08/2015 - 10:01am,NA,NA,65,9/8/15,251,Fall,Red Maple,44.558448,-74.947446,Yes,School lawn,Open (more than 5hr per day of direct sun),33,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,A little damage.,NA,NA_65_Red Maple_44.558448_-74.947446_Yes_School lawn_Open (more than 5hr per day of direct sun)_33,,
1940,1940,04/28/2016 - 10:29am,"Mason, Max",NA,65,4/28/16,119,Spring,Red Maple,45.557648,74.946717,Yes,School lawn,Open (more than 5hr per day of direct sun),35,NA,NA,NA,yes,no,Flowers are visible,"Mason, Max",yes,NA_65_Red Maple_45.557648_74.946717_Yes_School lawn_Open (more than 5hr per day of direct sun)_35,,
1010,1010,09/14/2016 - 11:10am,NA,NA,65,9/14/16,258,Fall,Silver Maple,44.56,-74.95,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),36,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,holes in leaf's,NA,NA_65_Silver Maple_44.56_-74.95_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_36,,
747,747,10/06/2015 - 9:47am,NA,NA,66,10/6/15,279,Fall,Red Maple,44.558054,NA,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,scars,NA,NA_66_Red Maple_44.558054_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_29,,
515,515,09/08/2015 - 10:02am,NA,NA,66,9/8/15,251,Fall,Red Maple,44.558448,-74.947446,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,bark is missing in spots.,lil t,NA_66_Red Maple_44.558448_-74.947446_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_30,,
748,748,10/06/2015 - 10:30am,NA,NA,66,10/6/15,279,Fall,Silver Maple,44.55,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,Middle:  Many fruits are ripe,NA,NA,NA,"broken missing limbs, big hole",NA,NA_66_Silver Maple_44.55_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_32,,
2043,2043,05/20/2016 - 9:38am,"Billy, and Josh",NA,66,5/20/16,141,Spring,Silver Maple,44.558,75.8475,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),32,NA,NA,NA,yes,no,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),"Billy, and Josh",Yes,NA_66_Silver Maple_44.558_75.8475_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_32,,
