"","Serial","Time","Username","Observer","Tree ID","Date","Date_1","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","Flowering","Damage","Comments","UniqueID"
"708",708,"10/02/2015 - 11:32am",NA,NA,34,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611451,-76.169546,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",54,NA,NA,NA,"34_Sugar Maple_44.611451_-76.169546_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54"
"709",709,"10/02/2015 - 12:48pm",NA,NA,37,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611433,-75.169584,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",17,NA,"Broken branches",NA,"37_Sugar Maple_44.611433_-75.169584_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_17"
"710",710,"10/02/2015 - 12:48pm",NA,NA,38,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611188,-75.169001,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",14,NA,"none",NA,"38_Sugar Maple_44.611188_-75.169001_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_14"
"711",711,"10/02/2015 - 12:47pm",NA,NA,41,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.608917,-75.71201,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",27,NA,NA,NA,"41_Sugar Maple_44.608917_-75.71201_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_27"
"712",712,"10/02/2015 - 12:48pm",NA,NA,42,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",38,NA,"moss, and tree branch loss",NA,"42_Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_38"
"713",713,"10/02/2015 - 10:55am",NA,NA,NA,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611452,-75.169535,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",34,NA,"broken limb",NA,"NA_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_34"
"714",714,"10/02/2015 - 12:48pm",NA,NA,NA,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.610247,-74.169787,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",26,NA,NA,NA,"NA_Sugar Maple_44.610247_-74.169787_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_26"
"715",715,"10/02/2015 - 2:18pm",NA,NA,48,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.605362,-75.167645,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",104,NA,"spots on leaves",NA,"48_Sugar Maple_44.605362_-75.167645_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_104"
"716",716,"10/02/2015 - 1:45pm",NA,NA,NA,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.166564,-75.048321,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",19,NA,"bark is splitting. The leaves have large brown spots  with big holes",NA,"NA_Sugar Maple_44.166564_-75.048321_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_19"
"717",717,"10/02/2015 - 1:50pm",NA,NA,NA,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.167103,-75.049,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",50,NA,NA,NA,"NA_Sugar Maple_44.167103_-75.049_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_50"
"718",718,"10/02/2015 - 8:37am",NA,NA,1,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.61187,-75.169034,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",33,NA,"Broken branches",NA,"1_Sugar Maple_44.61187_-75.169034_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_33"
"719",719,"10/02/2015 - 8:36am",NA,NA,7,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",35,NA,"no","JIMMY JR","7_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_35"
"720",720,"10/02/2015 - 8:38am",NA,NA,8,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",49,NA,"moss",NA,"8_Sugar Maple_44.61138_-75.169582_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_49"
"721",721,"10/02/2015 - 8:40am",NA,NA,8,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",49,NA,"moss",NA,"8_Sugar Maple_44.61138_-75.169582_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_49"
"722",722,"10/02/2015 - 8:38am",NA,NA,9,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611449,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",9,NA,NA,NA,"9_Sugar Maple_44.611449_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_9"
"723",723,"10/02/2015 - 10:55am",NA,NA,13,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611452,-75.169535,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",22,NA,"Broken limbs",NA,"13_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_22"
"724",724,"10/02/2015 - 10:56am",NA,NA,19,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611,-75.16,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",17,NA,"broken limbs",NA,"19_Sugar Maple_44.611_-75.16_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_17"
"725",725,"10/02/2015 - 10:55am",NA,NA,23,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.575389,-75.1361,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",25,NA,NA,"none","23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_25"
"726",726,"10/02/2015 - 10:57am",NA,NA,24,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,"There is one branch broken.",NA,"24_Sugar Maple_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4"
"727",727,"10/02/2015 - 10:57am",NA,NA,24,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,"There is one branch broken.","healthy","24_Sugar Maple_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4"
"728",728,"10/02/2015 - 10:57am",NA,NA,24,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,"There is one branch broken.",NA,"24_Sugar Maple_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4"
"729",729,"10/02/2015 - 11:35am",NA,NA,33,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611735,-75.169559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",24,NA,"moss",NA,"33_Sugar Maple_44.611735_-75.169559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_24"
"730",730,"10/02/2015 - 12:52pm",NA,NA,36,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611451,-75.169559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",26,NA,NA,NA,"36_Sugar Maple_44.611451_-75.169559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_26"
"731",731,"10/02/2015 - 12:49pm",NA,NA,43,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.611236,-69.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,"some insect damage",NA,"43_Sugar Maple_44.611236_-69.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4"
"732",732,"10/02/2015 - 2:36pm",NA,NA,NA,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",45.372502,-75.2428,"Yes","School lawn","Shaded (less than 2hr per day of direct sun)",3,NA,NA,NA,"NA_Sugar Maple_45.372502_-75.2428_Yes_School lawn_Shaded (less than 2hr per day of direct sun)_3"
"733",733,"10/06/2015 - 9:44am",NA,NA,65,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",35,NA,"Scare",NA,"65_Red Maple_44.558055_-74.947465_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_35"
"734",734,"10/06/2015 - 10:29am",NA,NA,61,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",18,NA,"Lots of Gashes",NA,"61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18"
"735",735,"10/06/2015 - 10:29am",NA,NA,61,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",18,NA,"Lots of Gashes",NA,"61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18"
"736",736,"10/06/2015 - 10:29am",NA,NA,61,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",18,NA,"Lots of Gashes",NA,"61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18"
"737",737,"10/06/2015 - 10:28am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.94765,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"scars lots of them",NA,"62_Silver Maple_44.558055_-74.94765_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"738",738,"10/06/2015 - 10:30am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"Scars",NA,"62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"739",739,"10/06/2015 - 10:30am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"Scars",NA,"62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"740",740,"10/06/2015 - 10:30am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"Scars","LUXA","62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"741",741,"10/06/2015 - 10:30am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"Scars",NA,"62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"742",742,"10/06/2015 - 10:30am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"Scars",NA,"62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"743",743,"10/06/2015 - 10:30am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"Scars",NA,"62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"744",744,"10/06/2015 - 9:45am",NA,NA,62,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"There are damages no diseases",NA,"62_Silver Maple_44.558055_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"745",745,"10/06/2015 - 10:29am",NA,NA,63,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,"Scars mostly on trunk, moss",NA,"63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22"
"746",746,"10/06/2015 - 9:46am",NA,NA,63,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,"likens, Cuts and fallen tree limbs",NA,"63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22"
"747",747,"10/06/2015 - 9:47am",NA,NA,66,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558054,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,NA,"scars",NA,"66_Red Maple_44.558054_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_29"
"748",748,"10/06/2015 - 10:30am",NA,NA,66,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.55,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,NA,"broken missing limbs, big hole",NA,"66_Silver Maple_44.55_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_32"
"749",749,"10/06/2015 - 10:35am",NA,NA,66,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,NA,"scares and moss",NA,"66_Silver Maple_44.558055_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_32"
"750",750,"10/06/2015 - 9:45am",NA,NA,66,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-75.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"likens",NA,"66_Silver Maple_44.558055_-75.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"751",751,"10/06/2015 - 10:28am",NA,NA,67,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,NA,"28 to 30 scars",NA,"67_Silver Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_31"
"752",752,"10/06/2015 - 10:31am",NA,NA,67,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,NA,"30 scars",NA,"67_Silver Maple_44.558055_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_31"
"753",753,"10/06/2015 - 9:43am",NA,NA,67,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,NA,"Scares",NA,"67_Silver Maple_44.558055_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_31"
"754",754,"10/06/2015 - 9:43am",NA,NA,67,2015-10-06,"10/6/15",279,"Fall","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",5,NA,"a lot of scars",NA,"67_Silver Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_5"
"755",755,"10/06/2015 - 10:29am",NA,NA,NA,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,"scars most on trunk moss",NA,"NA_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22"
"756",756,"10/06/2015 - 9:46am",NA,NA,NA,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,"cuts and a nail sticking in it with a tag",NA,"NA_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22"
"757",757,"10/06/2015 - 9:45am",NA,NA,64,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",28,NA,"scars",NA,"64_Red Maple_44.558055_-74.947465_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_28"
"758",758,"10/06/2015 - 9:45am",NA,NA,64,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.55805,-74.947465,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",28,NA,"Some scars and black and red dots on the leaves,",NA,"64_Red Maple_44.55805_-74.947465_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_28"
"759",759,"10/06/2015 - 9:46am",NA,NA,65,2015-10-06,"10/6/15",279,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",35,NA,"Scars",NA,"65_Red Maple_44.558055_-74.947465_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_35"
"760",760,"10/08/2015 - 8:31am",NA,NA,6,2015-10-08,"10/8/15",281,"Fall","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",48,NA,NA,NA,"6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_48"
